Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
178367,2017,FR,Fellowships,France,Europe,SSH
178367,2017,FR,Fellowships,France,Europe,SSH
178414,2017,UK,Fellowships,United Kingdom,Europe,MINT
178415,2017,DE,Fellowships,Germany,Europe,SSH
178418,2017,US,Fellowships,United States,North America,MINT
178420,2017,US,Fellowships,United States,North America,MINT
178421,2017,AU,Fellowships,Australia,Oceania,LS
178427,2017,US,Fellowships,United States,North America,LS
178429,2017,AU,Fellowships,Australia,Oceania,MINT
178430,2017,CA,Fellowships,Canada,North America,LS
178435,2017,NL,Fellowships,Netherlands,Europe,MINT
178436,2017,US,Fellowships,United States,North America,MINT
178438,2017,ES,Fellowships,Spain,Europe,MINT
178439,2017,US,Fellowships,United States,North America,MINT
178441,2017,US,Fellowships,United States,North America,MINT
178443,2017,US,Fellowships,United States,North America,LS
178444,2017,US,Fellowships,United States,North America,LS
178448,2017,US,Fellowships,United States,North America,MINT
178449,2017,US,Fellowships,United States,North America,MINT
178451,2017,AU,Fellowships,Australia,Oceania,MINT
178455,2017,US,Fellowships,United States,North America,MINT
178458,2017,AT,Fellowships,Austria,Europe,LS
178460,2017,DE,Fellowships,Germany,Europe,MINT
178463,2017,US,Fellowships,United States,North America,MINT
178472,2017,US,Fellowships,United States,North America,MINT
178481,2017,US,Fellowships,United States,North America,LS
178482,2017,US,Fellowships,United States,North America,LS
178485,2017,US,Fellowships,United States,North America,MINT
178485,2017,US,Fellowships,United States,North America,MINT
178489,2017,ES,Fellowships,Spain,Europe,LS
178493,2017,US,Fellowships,United States,North America,MINT
178494,2017,BE,Fellowships,Belgium,Europe,MINT
178500,2017,DE,Fellowships,Germany,Europe,LS
178502,2017,NL,Fellowships,Netherlands,Europe,MINT
178503,2017,DE,Fellowships,Germany,Europe,MINT
178520,2017,KR,Fellowships,NA,Asia,LS
178523,2017,IT,Fellowships,Italy,Europe,MINT
178525,2017,AU,Fellowships,Australia,Oceania,SSH
178525,2017,AU,Fellowships,Australia,Oceania,SSH
178527,2017,DK,Fellowships,NA,Europe,LS
178531,2017,BE,Fellowships,Belgium,Europe,SSH
178531,2017,IT,Fellowships,Italy,Europe,SSH
178532,2017,UK,Fellowships,United Kingdom,Europe,MINT
178540,2017,AU,Fellowships,Australia,Oceania,LS
178542,2017,US,Fellowships,United States,North America,MINT
178543,2017,BR,Fellowships,NA,Latin America,LS
178543,2017,US,Fellowships,United States,North America,LS
178561,2017,UK,Fellowships,United Kingdom,Europe,LS
178561,2017,DE,Fellowships,Germany,Europe,LS
178567,2017,US,Fellowships,United States,North America,LS
178569,2017,US,Fellowships,United States,North America,MINT
178571,2017,DE,Fellowships,Germany,Europe,SSH
178571,2017,UK,Fellowships,United Kingdom,Europe,SSH
178571,2017,DE,Fellowships,Germany,Europe,SSH
178574,2017,US,Fellowships,United States,North America,SSH
178574,2017,US,Fellowships,United States,North America,SSH
178576,2017,UK,Fellowships,United Kingdom,Europe,SSH
178582,2017,US,Fellowships,United States,North America,SSH
178584,2017,NL,Fellowships,Netherlands,Europe,SSH
178584,2017,UK,Fellowships,United Kingdom,Europe,SSH
178586,2017,ZA,Fellowships,NA,Africa,SSH
178590,2017,JP,Fellowships,NA,Asia,MINT
178591,2017,UK,Fellowships,United Kingdom,Europe,LS
178600,2017,FR,Fellowships,France,Europe,MINT
178602,2017,US,Fellowships,United States,North America,LS
178604,2017,FR,Fellowships,France,Europe,MINT
178609,2017,UK,Fellowships,United Kingdom,Europe,MINT
178610,2017,US,Fellowships,United States,North America,LS
178614,2017,DE,Fellowships,Germany,Europe,MINT
178615,2017,UK,Fellowships,United Kingdom,Europe,MINT
178618,2017,FR,Fellowships,France,Europe,MINT
178619,2017,US,Fellowships,United States,North America,MINT
178621,2017,UK,Fellowships,United Kingdom,Europe,MINT
178624,2017,DK,Fellowships,NA,Europe,LS
178625,2017,FR,Fellowships,France,Europe,SSH
178627,2017,US,Fellowships,United States,North America,MINT
178643,2017,US,Fellowships,United States,North America,MINT
178646,2017,NL,Fellowships,Netherlands,Europe,SSH
178648,2017,FR,Fellowships,France,Europe,LS
178650,2017,ES,Fellowships,Spain,Europe,MINT
178658,2017,FR,Fellowships,France,Europe,SSH
180653,2018,UK,Fellowships,United Kingdom,Europe,SSH
180672,2018,US,Fellowships,United States,North America,LS
180678,2018,SE,Fellowships,Sweden,Europe,SSH
180680,2018,US,Fellowships,United States,North America,SSH
180682,2018,ZA,Fellowships,NA,Africa,SSH
180683,2018,DE,Fellowships,Germany,Europe,SSH
180685,2018,DE,Fellowships,Germany,Europe,SSH
180686,2018,IT,Fellowships,Italy,Europe,SSH
180688,2018,UK,Fellowships,United Kingdom,Europe,SSH
180688,2018,US,Fellowships,United States,North America,SSH
180692,2018,US,Fellowships,United States,North America,SSH
180693,2018,UK,Fellowships,United Kingdom,Europe,SSH
180693,2018,UK,Fellowships,United Kingdom,Europe,SSH
180700,2018,DK,Fellowships,NA,Europe,SSH
180701,2018,IT,Fellowships,Italy,Europe,SSH
180701,2018,IT,Fellowships,Italy,Europe,SSH
180702,2018,US,Fellowships,United States,North America,LS
180707,2018,US,Fellowships,United States,North America,SSH
180709,2018,US,Fellowships,United States,North America,SSH
180709,2018,US,Fellowships,United States,North America,SSH
180713,2018,US,Fellowships,United States,North America,SSH
180714,2018,UK,Fellowships,United Kingdom,Europe,SSH
180714,2018,DE,Fellowships,Germany,Europe,SSH
180717,2018,FR,Fellowships,France,Europe,SSH
180717,2018,NL,Fellowships,Netherlands,Europe,SSH
180718,2018,FR,Fellowships,France,Europe,SSH
180718,2018,IT,Fellowships,Italy,Europe,SSH
180727,2018,UK,Fellowships,United Kingdom,Europe,SSH
180728,2018,CA,Fellowships,Canada,North America,SSH
180729,2018,ES,Fellowships,Spain,Europe,MINT
180730,2018,UK,Fellowships,United Kingdom,Europe,SSH
180730,2018,US,Fellowships,United States,North America,SSH
180730,2018,UK,Fellowships,United Kingdom,Europe,SSH
180732,2018,US,Fellowships,United States,North America,SSH
180733,2018,DE,Fellowships,Germany,Europe,MINT
180738,2018,NL,Fellowships,Netherlands,Europe,MINT
180740,2018,US,Fellowships,United States,North America,MINT
180743,2018,US,Fellowships,United States,North America,MINT
180744,2018,US,Fellowships,United States,North America,MINT
180750,2018,UK,Fellowships,United Kingdom,Europe,MINT
180756,2018,NL,Fellowships,Netherlands,Europe,LS
180757,2018,NL,Fellowships,Netherlands,Europe,LS
180758,2018,UK,Fellowships,United Kingdom,Europe,SSH
180759,2018,US,Fellowships,United States,North America,LS
180765,2018,US,Fellowships,United States,North America,MINT
180767,2018,US,Fellowships,United States,North America,MINT
180773,2018,US,Fellowships,United States,North America,LS
180777,2018,US,Fellowships,United States,North America,LS
180780,2018,US,Fellowships,United States,North America,MINT
180784,2018,US,Fellowships,United States,North America,MINT
180785,2018,US,Fellowships,United States,North America,LS
180786,2018,UK,Fellowships,United Kingdom,Europe,MINT
180788,2018,US,Fellowships,United States,North America,LS
180789,2018,UK,Fellowships,United Kingdom,Europe,MINT
180790,2018,UK,Fellowships,United Kingdom,Europe,LS
180791,2018,UK,Fellowships,United Kingdom,Europe,MINT
180792,2018,SE,Fellowships,Sweden,Europe,LS
180794,2018,UK,Fellowships,United Kingdom,Europe,MINT
180795,2018,UK,Fellowships,United Kingdom,Europe,LS
180796,2018,FR,Fellowships,France,Europe,MINT
180798,2018,US,Fellowships,United States,North America,LS
180801,2018,US,Fellowships,United States,North America,MINT
180802,2018,US,Fellowships,United States,North America,MINT
180807,2018,AU,Fellowships,Australia,Oceania,LS
180808,2018,UK,Fellowships,United Kingdom,Europe,MINT
180814,2018,US,Fellowships,United States,North America,LS
180815,2018,US,Fellowships,United States,North America,MINT
180818,2018,DE,Fellowships,Germany,Europe,LS
180821,2018,DE,Fellowships,Germany,Europe,LS
180822,2018,FR,Fellowships,France,Europe,MINT
180823,2018,US,Fellowships,United States,North America,LS
180825,2018,US,Fellowships,United States,North America,LS
180826,2018,SE,Fellowships,Sweden,Europe,LS
180826,2018,US,Fellowships,United States,North America,LS
180828,2018,DE,Fellowships,Germany,Europe,LS
180831,2018,US,Fellowships,United States,North America,LS
180834,2018,AU,Fellowships,Australia,Oceania,LS
180841,2018,US,Fellowships,United States,North America,LS
180844,2018,DE,Fellowships,Germany,Europe,LS
180847,2018,DE,Fellowships,Germany,Europe,LS
180852,2018,US,Fellowships,United States,North America,LS
180856,2018,US,Fellowships,United States,North America,LS
180862,2018,US,Fellowships,United States,North America,LS
180870,2018,CA,Fellowships,Canada,North America,LS
180872,2018,US,Fellowships,United States,North America,LS
180872,2018,US,Fellowships,United States,North America,LS
180874,2018,FR,Fellowships,France,Europe,LS
180889,2018,NL,Fellowships,Netherlands,Europe,LS
180894,2018,US,Fellowships,United States,North America,LS
181046,2018,US,Fellowships,United States,North America,LS
181061,2018,US,Fellowships,United States,North America,LS
181062,2018,CA,Fellowships,Canada,North America,MINT
181063,2018,UK,Fellowships,United Kingdom,Europe,MINT
181258,2018,DK,Fellowships,NA,Europe,SSH
181260,2018,US,Fellowships,United States,North America,MINT
181260,2018,FR,Fellowships,France,Europe,MINT
181261,2018,US,Fellowships,United States,North America,SSH
181263,2018,FR,Fellowships,France,Europe,SSH
181266,2018,US,Fellowships,United States,North America,MINT
181271,2018,LK,Fellowships,NA,Asia,SSH
181273,2018,AU,Fellowships,Australia,Oceania,LS
181286,2018,US,Fellowships,United States,North America,LS
181292,2018,DE,Fellowships,Germany,Europe,SSH
181292,2018,DE,Fellowships,Germany,Europe,SSH
181296,2018,US,Fellowships,United States,North America,MINT
181297,2018,CA,Fellowships,Canada,North America,LS
181301,2018,CA,Fellowships,Canada,North America,SSH
181317,2018,NL,Fellowships,Netherlands,Europe,SSH
181318,2018,UK,Fellowships,United Kingdom,Europe,LS
181320,2018,US,Fellowships,United States,North America,SSH
181321,2018,US,Fellowships,United States,North America,LS
181325,2018,FR,Fellowships,France,Europe,SSH
181327,2018,US,Fellowships,United States,North America,SSH
181327,2018,US,Fellowships,United States,North America,SSH
181329,2018,UK,Fellowships,United Kingdom,Europe,SSH
181331,2018,NL,Fellowships,Netherlands,Europe,LS
181338,2018,UK,Fellowships,United Kingdom,Europe,SSH
181347,2018,US,Fellowships,United States,North America,LS
181367,2018,DE,Fellowships,Germany,Europe,MINT
181373,2018,US,Fellowships,United States,North America,MINT
181384,2018,UK,Fellowships,United Kingdom,Europe,LS
181387,2018,CA,Fellowships,Canada,North America,MINT
181390,2018,DK,Fellowships,NA,Europe,MINT
181420,2018,FR,Fellowships,France,Europe,MINT
181429,2018,US,Fellowships,United States,North America,SSH
181432,2018,UK,Fellowships,United Kingdom,Europe,MINT
181435,2018,US,Fellowships,United States,North America,SSH
181437,2018,US,Fellowships,United States,North America,MINT
181438,2018,US,Fellowships,United States,North America,MINT
181440,2018,DK,Fellowships,NA,Europe,MINT
181441,2018,ES,Fellowships,Spain,Europe,MINT
181444,2018,DE,Fellowships,Germany,Europe,SSH
181446,2018,IN,Fellowships,NA,Asia,MINT
181449,2018,SE,Fellowships,Sweden,Europe,SSH
181450,2018,DE,Fellowships,Germany,Europe,MINT
181452,2018,AU,Fellowships,Australia,Oceania,MINT
181452,2018,DE,Fellowships,Germany,Europe,MINT
181453,2018,UK,Fellowships,United Kingdom,Europe,MINT
181460,2018,BE,Fellowships,Belgium,Europe,SSH
181460,2018,DE,Fellowships,Germany,Europe,SSH
181461,2018,FR,Fellowships,France,Europe,MINT
181461,2018,ES,Fellowships,Spain,Europe,MINT
181462,2018,CA,Fellowships,Canada,North America,LS
181473,2018,UK,Fellowships,United Kingdom,Europe,LS
181475,2018,US,Fellowships,United States,North America,LS
181475,2018,US,Fellowships,United States,North America,LS
181487,2018,US,Fellowships,United States,North America,SSH
181487,2018,US,Fellowships,United States,North America,SSH
181494,2018,FR,Fellowships,France,Europe,SSH
181494,2018,NL,Fellowships,Netherlands,Europe,SSH
181494,2018,DE,Fellowships,Germany,Europe,SSH
181497,2018,UK,Fellowships,United Kingdom,Europe,MINT
181498,2018,US,Fellowships,United States,North America,LS
181500,2018,DE,Fellowships,Germany,Europe,LS
181500,2018,AU,Fellowships,Australia,Oceania,LS
181503,2018,US,Fellowships,United States,North America,LS
181506,2018,US,Fellowships,United States,North America,LS
181508,2018,DK,Fellowships,NA,Europe,SSH
181509,2018,AT,Fellowships,Austria,Europe,MINT
181510,2018,JP,Fellowships,NA,Asia,SSH
181510,2018,JP,Fellowships,NA,Asia,SSH
181512,2018,CA,Fellowships,Canada,North America,SSH
181528,2018,DE,Fellowships,Germany,Europe,MINT
181529,2018,DE,Fellowships,Germany,Europe,LS
181530,2018,FR,Fellowships,France,Europe,SSH
181530,2018,CA,Fellowships,Canada,North America,SSH
181533,2018,UK,Fellowships,United Kingdom,Europe,SSH
181535,2018,NL,Fellowships,Netherlands,Europe,SSH
181539,2018,US,Fellowships,United States,North America,LS
181543,2018,UK,Fellowships,United Kingdom,Europe,SSH
181543,2018,DE,Fellowships,Germany,Europe,SSH
181544,2018,SE,Fellowships,Sweden,Europe,SSH
181547,2018,BE,Fellowships,Belgium,Europe,SSH
181557,2018,US,Fellowships,United States,North America,LS
181561,2018,DE,Fellowships,Germany,Europe,SSH
181563,2018,US,Fellowships,United States,North America,LS
181563,2018,US,Fellowships,United States,North America,LS
181564,2018,FR,Fellowships,France,Europe,MINT
181568,2018,US,Fellowships,United States,North America,LS
181568,2018,US,Fellowships,United States,North America,LS
181575,2018,UK,Fellowships,United Kingdom,Europe,SSH
181575,2018,CA,Fellowships,Canada,North America,SSH
181576,2018,US,Fellowships,United States,North America,SSH
181582,2018,DE,Fellowships,Germany,Europe,LS
181584,2018,US,Fellowships,United States,North America,LS
181586,2018,US,Fellowships,United States,North America,MINT
181591,2018,ES,Fellowships,Spain,Europe,MINT
181595,2018,US,Fellowships,United States,North America,MINT
181597,2018,US,Fellowships,United States,North America,MINT
181598,2018,ES,Fellowships,Spain,Europe,MINT
181599,2018,FI,Fellowships,NA,Europe,MINT
181601,2018,SE,Fellowships,Sweden,Europe,LS
181602,2018,CA,Fellowships,Canada,North America,LS
181602,2018,CA,Fellowships,Canada,North America,LS
181604,2018,US,Fellowships,United States,North America,LS
181605,2018,US,Fellowships,United States,North America,LS
181613,2018,BE,Fellowships,Belgium,Europe,SSH
181614,2018,US,Fellowships,United States,North America,MINT
181616,2018,UK,Fellowships,United Kingdom,Europe,MINT
181617,2018,DE,Fellowships,Germany,Europe,MINT
181618,2018,US,Fellowships,United States,North America,MINT
181619,2018,US,Fellowships,United States,North America,MINT
181620,2018,UK,Fellowships,United Kingdom,Europe,LS
181623,2018,US,Fellowships,United States,North America,MINT
181627,2018,US,Fellowships,United States,North America,MINT
181630,2018,AT,Fellowships,Austria,Europe,MINT
181664,2018,US,Fellowships,United States,North America,LS
181664,2018,US,Fellowships,United States,North America,LS
181705,2018,US,Fellowships,United States,North America,MINT
181706,2018,US,Fellowships,United States,North America,MINT
181707,2018,US,Fellowships,United States,North America,LS
181708,2018,US,Fellowships,United States,North America,SSH
181708,2018,US,Fellowships,United States,North America,SSH
181709,2018,UK,Fellowships,United Kingdom,Europe,LS
181710,2018,DE,Fellowships,Germany,Europe,LS
181711,2018,FR,Fellowships,France,Europe,LS
181713,2018,US,Fellowships,United States,North America,MINT
181720,2018,NL,Fellowships,Netherlands,Europe,LS
181722,2018,DE,Fellowships,Germany,Europe,LS
181723,2018,CA,Fellowships,Canada,North America,MINT
181743,2018,US,Fellowships,United States,North America,LS
181748,2018,US,Fellowships,United States,North America,MINT
181751,2018,US,Fellowships,United States,North America,SSH
181755,2018,US,Fellowships,United States,North America,LS
181759,2018,US,Fellowships,United States,North America,MINT
181760,2018,FR,Fellowships,France,Europe,MINT
181772,2018,US,Fellowships,United States,North America,MINT
181775,2018,UK,Fellowships,United Kingdom,Europe,LS
181777,2018,SE,Fellowships,Sweden,Europe,LS
181777,2018,FR,Fellowships,France,Europe,LS
181777,2018,FR,Fellowships,France,Europe,LS
181778,2018,CA,Fellowships,Canada,North America,MINT
181779,2018,UK,Fellowships,United Kingdom,Europe,SSH
181780,2018,UK,Fellowships,United Kingdom,Europe,LS
181781,2018,TR,Fellowships,NA,Europe,SSH
181781,2018,CY,Fellowships,NA,Europe,SSH
181786,2018,US,Fellowships,United States,North America,MINT
181788,2018,SE,Fellowships,Sweden,Europe,MINT
181794,2018,AU,Fellowships,Australia,Oceania,MINT
181798,2018,NL,Fellowships,Netherlands,Europe,MINT
181808,2018,FR,Fellowships,France,Europe,MINT
181809,2018,AT,Fellowships,Austria,Europe,LS
181810,2018,US,Fellowships,United States,North America,MINT
181815,2018,US,Fellowships,United States,North America,MINT
181817,2018,US,Fellowships,United States,North America,MINT
181819,2018,US,Fellowships,United States,North America,MINT
181820,2018,US,Fellowships,United States,North America,MINT
181822,2018,US,Fellowships,United States,North America,MINT
181834,2018,DK,Fellowships,NA,Europe,MINT
181837,2018,AU,Fellowships,Australia,Oceania,MINT
181847,2018,US,Fellowships,United States,North America,SSH
181848,2018,US,Fellowships,United States,North America,LS
181851,2018,UK,Fellowships,United Kingdom,Europe,SSH
181852,2018,DK,Fellowships,NA,Europe,MINT
181877,2018,FR,Fellowships,France,Europe,MINT
181878,2018,US,Fellowships,United States,North America,LS
181882,2018,DK,Fellowships,NA,Europe,LS
181884,2018,US,Fellowships,United States,North America,MINT
181896,2018,US,Fellowships,United States,North America,LS
181896,2018,US,Fellowships,United States,North America,LS
181896,2018,US,Fellowships,United States,North America,LS
181897,2018,UK,Fellowships,United Kingdom,Europe,LS
181898,2018,US,Fellowships,United States,North America,MINT
181901,2018,AU,Fellowships,Australia,Oceania,LS
181902,2018,UK,Fellowships,United Kingdom,Europe,MINT
181907,2018,US,Fellowships,United States,North America,MINT
181910,2018,UK,Fellowships,United Kingdom,Europe,LS
181912,2018,CA,Fellowships,Canada,North America,LS
181914,2018,DE,Fellowships,Germany,Europe,SSH
181916,2018,US,Fellowships,United States,North America,MINT
181917,2018,US,Fellowships,United States,North America,LS
181920,2018,US,Fellowships,United States,North America,MINT
181923,2018,DE,Fellowships,Germany,Europe,MINT
181925,2018,US,Fellowships,United States,North America,MINT
181926,2018,US,Fellowships,United States,North America,MINT
181928,2018,US,Fellowships,United States,North America,MINT
181930,2018,US,Fellowships,United States,North America,SSH
181935,2018,US,Fellowships,United States,North America,MINT
183804,2018,UK,Fellowships,United Kingdom,Europe,SSH
183806,2018,DE,Fellowships,Germany,Europe,SSH
183807,2018,UK,Fellowships,United Kingdom,Europe,SSH
183807,2018,AU,Fellowships,Australia,Oceania,SSH
183807,2018,US,Fellowships,United States,North America,SSH
183808,2018,CA,Fellowships,Canada,North America,SSH
183813,2018,FR,Fellowships,France,Europe,SSH
183813,2018,US,Fellowships,United States,North America,SSH
183823,2018,US,Fellowships,United States,North America,LS
183824,2018,ES,Fellowships,Spain,Europe,LS
183826,2018,DE,Fellowships,Germany,Europe,LS
183828,2018,US,Fellowships,United States,North America,LS
183829,2018,NL,Fellowships,Netherlands,Europe,LS
183830,2018,US,Fellowships,United States,North America,MINT
183831,2018,IL,Fellowships,NA,Asia,SSH
183832,2018,CZ,Fellowships,NA,Europe,SSH
183832,2018,DE,Fellowships,Germany,Europe,SSH
183832,2018,DE,Fellowships,Germany,Europe,SSH
183832,2018,DE,Fellowships,Germany,Europe,SSH
183834,2018,US,Fellowships,United States,North America,SSH
183835,2018,US,Fellowships,United States,North America,SSH
183836,2018,DE,Fellowships,Germany,Europe,SSH
183836,2018,US,Fellowships,United States,North America,SSH
183838,2018,US,Fellowships,United States,North America,MINT
183840,2018,US,Fellowships,United States,North America,LS
183840,2018,US,Fellowships,United States,North America,LS
183841,2018,US,Fellowships,United States,North America,LS
183841,2018,US,Fellowships,United States,North America,LS
183842,2018,US,Fellowships,United States,North America,MINT
183844,2018,US,Fellowships,United States,North America,MINT
183846,2018,UK,Fellowships,United Kingdom,Europe,MINT
183847,2018,NL,Fellowships,Netherlands,Europe,MINT
183848,2018,US,Fellowships,United States,North America,LS
183852,2018,US,Fellowships,United States,North America,LS
183853,2018,US,Fellowships,United States,North America,LS
183855,2018,ES,Fellowships,Spain,Europe,MINT
183856,2018,US,Fellowships,United States,North America,MINT
183857,2018,US,Fellowships,United States,North America,MINT
183859,2018,UK,Fellowships,United Kingdom,Europe,LS
183862,2018,US,Fellowships,United States,North America,LS
183863,2018,AT,Fellowships,Austria,Europe,LS
183865,2018,FR,Fellowships,France,Europe,LS
183866,2018,US,Fellowships,United States,North America,MINT
183867,2018,US,Fellowships,United States,North America,LS
183868,2018,US,Fellowships,United States,North America,MINT
183872,2018,US,Fellowships,United States,North America,MINT
183874,2018,UK,Fellowships,United Kingdom,Europe,SSH
183877,2018,US,Fellowships,United States,North America,LS
183878,2018,UK,Fellowships,United Kingdom,Europe,LS
183879,2018,UK,Fellowships,United Kingdom,Europe,MINT
183881,2018,US,Fellowships,United States,North America,LS
183884,2018,SE,Fellowships,Sweden,Europe,LS
183885,2018,BE,Fellowships,Belgium,Europe,MINT
183887,2018,UK,Fellowships,United Kingdom,Europe,MINT
183890,2018,US,Fellowships,United States,North America,MINT
183891,2018,AU,Fellowships,Australia,Oceania,LS
183896,2018,UK,Fellowships,United Kingdom,Europe,LS
183897,2018,CA,Fellowships,Canada,North America,LS
183898,2018,CA,Fellowships,Canada,North America,LS
183899,2018,SE,Fellowships,Sweden,Europe,LS
183900,2018,US,Fellowships,United States,North America,MINT
183901,2018,UK,Fellowships,United Kingdom,Europe,LS
183902,2018,BE,Fellowships,Belgium,Europe,SSH
183902,2018,US,Fellowships,United States,North America,SSH
183904,2018,US,Fellowships,United States,North America,LS
183907,2018,BE,Fellowships,Belgium,Europe,SSH
183907,2018,RU,Fellowships,NA,Europe,SSH
183909,2018,SE,Fellowships,Sweden,Europe,LS
183910,2018,US,Fellowships,United States,North America,LS
183911,2018,US,Fellowships,United States,North America,MINT
183914,2018,US,Fellowships,United States,North America,SSH
183915,2018,US,Fellowships,United States,North America,LS
183916,2018,UK,Fellowships,United Kingdom,Europe,MINT
183916,2018,US,Fellowships,United States,North America,MINT
183918,2018,NL,Fellowships,Netherlands,Europe,LS
183919,2018,FR,Fellowships,France,Europe,LS
183921,2018,UK,Fellowships,United Kingdom,Europe,MINT
183921,2018,CA,Fellowships,Canada,North America,MINT
183924,2018,DE,Fellowships,Germany,Europe,LS
183925,2018,AU,Fellowships,Australia,Oceania,LS
183926,2018,JP,Fellowships,NA,Asia,LS
183927,2018,US,Fellowships,United States,North America,SSH
183929,2018,CA,Fellowships,Canada,North America,MINT
183930,2018,UK,Fellowships,United Kingdom,Europe,LS
183933,2018,US,Fellowships,United States,North America,LS
183935,2018,NZ,Fellowships,NA,Oceania,LS
183942,2018,US,Fellowships,United States,North America,LS
183944,2018,US,Fellowships,United States,North America,LS
183945,2018,US,Fellowships,United States,North America,MINT
183946,2018,CA,Fellowships,Canada,North America,MINT
183946,2018,TW,Fellowships,NA,Asia,MINT
183952,2018,DK,Fellowships,NA,Europe,LS
183955,2018,DE,Fellowships,Germany,Europe,MINT
183956,2018,AT,Fellowships,Austria,Europe,MINT
183957,2018,US,Fellowships,United States,North America,MINT
183958,2018,FR,Fellowships,France,Europe,LS
183998,2018,UK,Fellowships,United Kingdom,Europe,MINT
184002,2018,UK,Fellowships,United Kingdom,Europe,SSH
184003,2018,US,Fellowships,United States,North America,LS
184004,2018,CA,Fellowships,Canada,North America,SSH
184005,2018,UK,Fellowships,United Kingdom,Europe,SSH
184005,2018,IT,Fellowships,Italy,Europe,SSH
184006,2018,IT,Fellowships,Italy,Europe,SSH
184022,2018,FR,Fellowships,France,Europe,MINT
184024,2018,AU,Fellowships,Australia,Oceania,LS
184030,2018,NO,Fellowships,NA,Europe,SSH
184030,2018,IT,Fellowships,Italy,Europe,SSH
184032,2018,AT,Fellowships,Austria,Europe,MINT
184034,2018,SE,Fellowships,Sweden,Europe,MINT
184036,2018,US,Fellowships,United States,North America,LS
184037,2018,US,Fellowships,United States,North America,LS
184038,2018,DK,Fellowships,NA,Europe,SSH
184040,2018,US,Fellowships,United States,North America,LS
184042,2018,US,Fellowships,United States,North America,LS
184044,2018,PW,Fellowships,NA,Oceania,LS
184044,2018,NC,Fellowships,NA,Oceania,LS
184044,2018,US,Fellowships,United States,North America,LS
184047,2018,UK,Fellowships,United Kingdom,Europe,MINT
184050,2018,IL,Fellowships,NA,Asia,MINT
184051,2018,US,Fellowships,United States,North America,MINT
184052,2018,US,Fellowships,United States,North America,LS
184062,2018,US,Fellowships,United States,North America,MINT
184064,2018,DE,Fellowships,Germany,Europe,MINT
184066,2018,US,Fellowships,United States,North America,MINT
184068,2018,DE,Fellowships,Germany,Europe,MINT
184069,2018,US,Fellowships,United States,North America,MINT
184081,2018,US,Fellowships,United States,North America,LS
184082,2018,AU,Fellowships,Australia,Oceania,SSH
184083,2018,US,Fellowships,United States,North America,MINT
184086,2018,UK,Fellowships,United Kingdom,Europe,SSH
184086,2018,IT,Fellowships,Italy,Europe,SSH
184088,2018,GR,Fellowships,NA,Europe,SSH
184097,2018,FR,Fellowships,France,Europe,SSH
184097,2018,UK,Fellowships,United Kingdom,Europe,SSH
184100,2018,DE,Fellowships,Germany,Europe,MINT
184113,2018,FR,Fellowships,France,Europe,SSH
184126,2018,US,Fellowships,United States,North America,SSH
184129,2018,US,Fellowships,United States,North America,SSH
184139,2018,US,Fellowships,United States,North America,SSH
184141,2018,US,Fellowships,United States,North America,SSH
184146,2018,NO,Fellowships,NA,Europe,MINT
184149,2018,NO,Fellowships,NA,Europe,SSH
184149,2018,FR,Fellowships,France,Europe,SSH
184149,2018,UK,Fellowships,United Kingdom,Europe,SSH
184156,2018,AT,Fellowships,Austria,Europe,SSH
184157,2018,CA,Fellowships,Canada,North America,SSH
184157,2018,FR,Fellowships,France,Europe,SSH
184165,2018,UK,Fellowships,United Kingdom,Europe,SSH
184172,2018,US,Fellowships,United States,North America,LS
184172,2018,US,Fellowships,United States,North America,LS
184189,2018,US,Fellowships,United States,North America,LS
184194,2018,UK,Fellowships,United Kingdom,Europe,SSH
184200,2018,IT,Fellowships,Italy,Europe,SSH
184202,2018,US,Fellowships,United States,North America,LS
184211,2018,CA,Fellowships,Canada,North America,LS
184212,2018,ES,Fellowships,Spain,Europe,SSH
184212,2018,SE,Fellowships,Sweden,Europe,SSH
184213,2018,US,Fellowships,United States,North America,MINT
184214,2018,FR,Fellowships,France,Europe,SSH
184214,2018,AT,Fellowships,Austria,Europe,SSH
184215,2018,CA,Fellowships,Canada,North America,MINT
184216,2018,FR,Fellowships,France,Europe,LS
184225,2018,US,Fellowships,United States,North America,LS
184227,2018,US,Fellowships,United States,North America,LS
184228,2018,US,Fellowships,United States,North America,MINT
184231,2018,US,Fellowships,United States,North America,LS
184234,2018,US,Fellowships,United States,North America,MINT
184239,2018,US,Fellowships,United States,North America,LS
184244,2018,US,Fellowships,United States,North America,MINT
184245,2018,DE,Fellowships,Germany,Europe,MINT
184247,2018,US,Fellowships,United States,North America,MINT
184251,2018,UK,Fellowships,United Kingdom,Europe,MINT
184252,2018,US,Fellowships,United States,North America,LS
184253,2018,US,Fellowships,United States,North America,MINT
184255,2018,US,Fellowships,United States,North America,MINT
184258,2018,FR,Fellowships,France,Europe,MINT
184259,2018,US,Fellowships,United States,North America,MINT
184261,2018,US,Fellowships,United States,North America,LS
184263,2018,US,Fellowships,United States,North America,MINT
184267,2018,AU,Fellowships,Australia,Oceania,MINT
184269,2018,US,Fellowships,United States,North America,MINT
184279,2018,US,Fellowships,United States,North America,SSH
184280,2018,UK,Fellowships,United Kingdom,Europe,MINT
184282,2018,UK,Fellowships,United Kingdom,Europe,SSH
